date,Fighter_dims,weight_class,avg_KD,avg_opp_KD,avg_SUB_ATT,avg_opp_SUB_ATT,avg_REV,avg_opp_REV,avg_SIG_STR_att,avg_SIG_STR_landed,avg_opp_SIG_STR_att,avg_opp_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,avg_opp_TOTAL_STR_att,avg_opp_TOTAL_STR_landed,avg_TD_att,avg_TD_landed,avg_opp_TD_att,avg_opp_TD_landed,avg_HEAD_att,avg_HEAD_landed,avg_opp_HEAD_att,avg_opp_HEAD_landed,avg_BODY_att,avg_BODY_landed,avg_opp_BODY_att,avg_opp_BODY_landed,avg_LEG_att,avg_LEG_landed,avg_opp_LEG_att,avg_opp_LEG_landed,avg_DISTANCE_att,avg_DISTANCE_landed,avg_opp_DISTANCE_att,avg_opp_DISTANCE_landed,avg_CLINCH_att,avg_CLINCH_landed,avg_opp_CLINCH_att,avg_opp_CLINCH_landed,avg_GROUND_att,avg_GROUND_landed,avg_opp_GROUND_att,avg_opp_GROUND_landed,avg_CTRL_time(seconds),avg_opp_CTRL_time(seconds),Stance_Open Stance,Stance_Orthodox,Stance_Sideways,Stance_Southpaw,Stance_Switch,x,y,cluster,specific_cluster
1999-09-24,Tito Ortiz,LightHeavyweight,-0.20572051909552633,-0.28320081935337404,-0.4683254209550001,1.4424683338593451,-0.41176979335099034,-0.42112565482948977,-0.7328948813553924,-0.3495532415403602,-1.7975271257008332,-1.6040031730957545,-0.005500358799368416,0.7721950145102024,-1.9426587157691984,-1.4282082572575616,0.8719172723745995,1.4365431473233818,-1.1036879711321395,-0.8445313720667693,-0.4687311846680426,0.10772999217771596,-1.6535377222059653,-1.3027892394311273,-0.799133560419189,-0.7515789343117046,-1.4391241170498628,-1.2781787371446822,-1.1439503920066705,-1.1338620787622147,-0.7079197668980763,-0.8117211572925749,-1.3887795832263612,-1.2439331860901344,-1.4943250675293092,-1.3148835658791207,-0.13570751474438664,-0.3812375590066469,-0.7009068319997186,-0.7224418068199608,1.4513261107639528,1.2722245237396304,-0.6108746263912931,-0.5778891669011785,-1.1943562425131884,-1.1714614832021797,0.0,1.0,0.0,0.0,0.0,6.25663,3.7372339,1,1_LightHeavyweight
2000-04-14,Tito Ortiz,LightHeavyweight,-0.20572051909552633,-0.28320081935337404,-0.4683254209550001,0.5045824394840938,-0.41176979335099034,0.6659875711510275,-0.9692232599024273,-0.9347321775691018,-1.397137615609413,-1.1431348248202275,-0.6223377029791856,-0.2682246520608108,-0.18771527482926012,1.0289276870204214,0.746610675753996,1.9293958817530623,-1.144950832487398,-0.8445313720667693,-0.6914981290970325,-0.5169342962688601,-1.4298543908924337,-1.1538117090385767,-1.071336829351351,-1.0610292519690214,-0.863945231205179,-0.7353991387211554,-1.0853081104635336,-1.0615544880097565,-0.039708951554260644,-0.05815085922821275,-1.4046911478448207,-1.3322027545246802,-1.1933252147352171,-0.9512259195153008,-0.23083077947011407,-0.72226111918734,-0.4062677299906721,-0.5163251998345942,0.9636830884410442,0.5180514403421366,-0.4729831940576266,-0.38359221855148584,1.7278373352413015,-1.1281414036150677,0.0,1.0,0.0,0.0,0.0,6.5484967,4.0245175,1,1_LightHeavyweight
2000-04-14,Wanderlei Silva,LightHeavyweight,1.0534693850859103,2.558471147221837,-0.4683254209550001,-0.44498579677596783,-0.41176979335099034,-0.42112565482948977,0.37397668074575713,1.6419227052983474,-0.6954319509010863,-0.12195262076395844,0.34519269617867787,1.3828050652382229,-1.0376871671217522,-0.5596771192167849,-1.0358826072160041,-0.8300122783084642,1.1986409277931636,-0.8445313720667693,-0.3751200532460331,0.5196314583689153,-0.4612444932095993,0.48292138948302726,4.0075202104421015,5.33040384949366,-1.0254808598596168,-1.2781787371446822,-0.21614572330620238,-0.5618573876310907,-0.7153545669761511,-0.5709209953779096,-1.4009293064982373,-1.297178582082108,-0.698604752952533,-0.22223071108348572,8.68831908017174,9.772531084143344,0.8304323849062578,1.0806891424893497,-0.41294917190529046,-0.30765659723223077,-0.6357637363255482,-0.612959352376256,-1.1943562425131884,-1.1714614832021797,0.0,1.0,0.0,0.0,0.0,7.398173,1.9509361,1,1_LightHeavyweight
2000-12-16,Tito Ortiz,LightHeavyweight,-0.08985622663754238,-0.28320081935337404,-0.4683254209550001,-0.09938855858767318,-0.41176979335099034,-0.02546864551696566,-1.3699525868474085,-1.166084741967805,-1.6370178182794834,-1.4238524181427339,-0.7720239973547199,-0.13394982916915296,-0.3602267303630472,0.9060322001501835,0.189518866694115,0.9216599176161521,-1.0481402685066414,-0.8445313720667693,-1.1121559480315102,-0.7642398912419296,-1.554839009240554,-1.2292888265592035,-1.2139615120408447,-1.1157780484656161,-1.229786623627533,-1.0806330284771983,-1.1226074176226606,-1.1075455880563752,-0.46538551355400704,-0.5492714056233425,-1.5741101483014488,-1.3853384027203535,-1.3919514026697763,-1.187697050791859,-0.6542973895068996,-0.820369492924538,-0.4720103879447805,-0.5623158830103946,0.596722304366993,0.22595659397568515,-0.5765194359262881,-0.5294807302466759,2.4480661568987165,-1.1387158236587385,0.0,1.0,0.0,0.0,0.0,6.525454,3.994456,1,1_LightHeavyweight
2001-02-23,Evan Tanner,LightHeavyweight,-0.20572051909552633,-0.28320081935337404,1.6125009516238702,-0.44498579677596783,-0.41176979335099034,-0.42112565482948977,-0.20524033617541682,0.7834999659836543,-1.4093770718290817,-1.327956758257137,-0.28203076829825924,0.5606308692361186,-1.0416276104389721,-0.6002785787513026,-0.311159267220533,0.5789053229454323,-0.95873440270722,-0.4425334052905191,-0.4561995459421403,0.4359594982244102,-1.1279894456696589,-0.8724877803798449,0.9407500324121235,1.4457827080183834,-1.367373048456512,-1.1850783146682866,0.14355472778870668,0.2552268514187367,-1.2200948833874345,-1.1865230829505606,-1.3360182023587477,-0.9720425871374783,-1.407917948094691,-1.3854096401714089,1.1872375943925355,1.1246204444388335,-0.24782166503196484,-0.10926284405087662,1.9249299138809017,2.1588153779754733,0.04497630005384763,-0.2532586730550768,0.9222998721805258,-1.1714614832021797,0.0,1.0,0.0,0.0,0.0,7.145103,3.8924246,1,1_LightHeavyweight
2001-02-23,Tito Ortiz,LightHeavyweight,-0.0999067536401986,0.19438879595987435,0.338118816013545,-0.12936702995945795,-0.41176979335099034,-0.05978949943611909,-1.1655332693719396,-0.8673149895628857,-1.6234004439439174,-1.4055384377559084,-0.45647770667743504,0.23822795855620854,-0.4995792091600792,0.683620242725081,0.43431455589844653,1.4522623707590296,-1.0581569382275033,-0.8445313720667693,-0.8751694074389352,-0.40284822398660347,-1.5534729987914202,-1.2152019534950198,-1.2307482968248593,-1.1312857413214412,-1.1089063085167388,-1.007564018318885,-1.1244587916380144,-1.1098283845490982,-0.5308519893746805,-0.6045491366188318,-1.5726401099088625,-1.3921630487603898,-1.3676580800336529,-1.1526102924114516,-0.6794848248064913,-0.8252391623007111,-0.5102833647524216,-0.5890899807626231,1.1022168006890678,0.7742339323664795,-0.5816585208702804,-0.5367219961109059,2.520212551928018,-1.1371259159053062,0.0,1.0,0.0,0.0,0.0,6.527877,3.9914782,1,1_LightHeavyweight
2001-05-04,Chuck Liddell,LightHeavyweight,-0.20572051909552633,-0.28320081935337404,-0.4683254209550001,-0.106642675283607,-0.09502290753958668,-0.42112565482948977,-0.680567858573682,-0.40281296935621597,-1.6418650523160276,-1.4982418052396218,-0.921137755007497,-0.6382279390700946,-1.9566731098254193,-1.612061578136859,-0.9535516139055914,-0.6699545304726042,2.8396917900860905,-0.11383837324787864,-0.824423699863223,-0.5653909186758637,-1.4631410898108252,-1.2196280810796987,-0.9349237842253578,-0.7723538433796889,-1.2271939266151257,-1.0243422783332665,1.397401971052927,1.1881279051593103,-1.0211688959896,-0.9439047520328993,-0.703813726365675,-0.4580010984413679,-1.3993220918457907,-1.2524285259126693,0.3382950192699096,0.067806152648882,-0.39095339133539536,-0.5248414627966392,-0.22537571287734234,-0.1309265720131395,-0.6260969434460695,-0.5993382859689802,-0.5774011428731356,-0.8265376504847621,0.0,1.0,0.0,0.0,0.0,9.952452,1.3585012,1,1_LightHeavyweight
2001-05-04,Matt Lindland,LightHeavyweight,-0.20572051909552633,-0.28320081935337404,-0.4683254209550001,-0.44498579677596783,-0.41176979335099034,-0.42112565482948977,0.21036295695956783,0.9706281477779272,-1.979952154695347,-1.8059529186882193,1.8915287862510994,2.8735928421791863,-2.462000081023193,-2.1243727031264905,-1.0358826072160041,-0.8300122783084642,0.2762997214759851,-0.8445313720667693,0.7345087016206907,1.8431792126811177,-1.7751864348114583,-1.439328776596159,-1.407482602141525,-1.294553535553781,-1.4391241170498628,-1.2781787371446822,-1.1439503920066705,-1.1338620787622147,-1.2200948833874345,-1.1865230829505606,-1.519235182186984,-1.4640141561902806,-1.6260169359378147,-1.4788255645282076,-0.5397117007609259,-0.33558061288270663,-0.9132281844741962,-0.8709725227506597,4.245209375018756,3.920416616019649,-0.6357637363255482,-0.612959352376256,2.5394728986156823,-0.7858210426426628,0.0,0.0,0.0,1.0,0.0,3.8550472,3.9330635,0,0_LightHeavyweight
2001-06-29,Elvis Sinosic,LightHeavyweight,-0.20572051909552633,-0.28320081935337404,5.585427583919818,-0.44498579677596783,-0.41176979335099034,-0.42112565482948977,-1.5930398481547585,-1.3455600283223228,-1.1075373069614567,-1.0333777291542579,-0.39512660089108304,0.7159899822245441,0.9856984028945249,2.1274566205923753,-1.0358826072160041,-0.8300122783084642,-1.1636142480982785,-0.8445313720667693,-1.5267538991489535,-1.3007793614706658,-0.9863427674859223,-0.7117794404813067,-0.9195026975191707,-0.6516126802070575,-0.3953963634419072,-0.6010355480866983,-0.5586782608787649,-0.4122049975095753,-1.2200948833874345,-1.1865230829505606,-1.2260881861322328,-1.0430453238475623,-0.9274468537545919,-1.025866954565578,-0.944662697618834,-0.8765079219467307,-0.9132281844741962,-0.8709725227506597,-0.5852226440333741,-0.5361317131881571,-0.01686418290213222,0.2591056666756778,-1.1943562425131884,3.817201192640411,0.0,1.0,0.0,0.0,0.0,4.9541583,1.6924299,1,1_LightHeavyweight
2001-06-29,Tito Ortiz,LightHeavyweight,-0.1049040231352478,0.17183365858727268,0.3000328527410538,-0.14427276579342097,-0.41176979335099034,-0.0768543315875506,-1.0476439270481994,-0.6197888199295984,-1.6201317815344218,-1.424448823019357,-0.3975213211683793,0.3623195857856115,-0.5723370017436203,0.551007085729714,0.6993923509703042,1.9947919735587014,-1.0631373733852372,-0.8445313720667693,-0.816640538479649,-0.2509209665421996,-1.5690619285079817,-1.2257867968874145,-0.9913521542472603,-0.8125814076715898,-0.9920288385759491,-1.0203443467901283,-0.9768107616160823,-0.9277741900447575,-0.5634028817288389,-0.632034035548563,-1.554580969672328,-1.3421258901025341,-1.3591806935860147,-1.1680164696810273,-0.26648533809366093,-0.25925329352001436,-0.5293132503926914,-0.6024024550158643,1.1328680627446,0.8586913514532084,-0.5842137493091668,-0.5403224597482015,2.3525692607264923,-1.130305159925126,0.0,1.0,0.0,0.0,0.0,6.5179596,3.9884377,1,1_LightHeavyweight
