Unnamed: 0,Fighter_dims,weight_class,avg_KD,avg_opp_KD,avg_SUB_ATT,avg_opp_SUB_ATT,avg_REV,avg_opp_REV,avg_SIG_STR_att,avg_SIG_STR_landed,avg_opp_SIG_STR_att,avg_opp_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,avg_opp_TOTAL_STR_att,avg_opp_TOTAL_STR_landed,avg_TD_att,avg_TD_landed,avg_opp_TD_att,avg_opp_TD_landed,avg_HEAD_att,avg_HEAD_landed,avg_opp_HEAD_att,avg_opp_HEAD_landed,avg_BODY_att,avg_BODY_landed,avg_opp_BODY_att,avg_opp_BODY_landed,avg_LEG_att,avg_LEG_landed,avg_opp_LEG_att,avg_opp_LEG_landed,avg_DISTANCE_att,avg_DISTANCE_landed,avg_opp_DISTANCE_att,avg_opp_DISTANCE_landed,avg_CLINCH_att,avg_CLINCH_landed,avg_opp_CLINCH_att,avg_opp_CLINCH_landed,avg_GROUND_att,avg_GROUND_landed,avg_opp_GROUND_att,avg_opp_GROUND_landed,avg_CTRL_time(seconds),avg_opp_CTRL_time(seconds),Stance_Open Stance,Stance_Orthodox,Stance_Sideways,Stance_Southpaw,Stance_Switch,x,y,cluster,specific_cluster
74,Alexis Davis,WomenBantamweight,0.0,0.0,0.05074461903218062,0.0036316201931550036,0.09482546942137399,0.03474379367328804,0.279057706784098,0.19820911891919632,0.26947534293871156,0.1880288656298338,0.40858199366206577,0.35740379667393957,0.3068396680489437,0.27638442718432243,0.06532672388348487,0.04267186536343777,0.06250580953801199,0.07158516271735768,0.2253072911559993,0.1208686072714493,0.24563815624863367,0.1482360211202487,0.160084741486053,0.108361641890019,0.041046936564151884,0.02930386728479663,0.2622045652461225,0.27766231951604065,0.08608540016734728,0.11192527810665473,0.298055491761846,0.2158999388861796,0.2874134063622887,0.2078598488393395,0.1400605583917769,0.10981173053992614,0.0282533510976068,0.0204304278583704,0.02495698287025432,0.02873913963194911,0.022523453936741173,0.03160406303048407,0.34831171994858295,0.15056140469315255,0.0,1.0,0.0,0.0,0.0,8.477178,8.31579,1,1_WomenBantamweight
89,Amanda Nunes,WomenBantamweight,0.021951083744383006,0.0,0.04803430548428397,0.022795372665600024,0.0,0.022452795517793216,0.3045410738322286,0.2485325369890022,0.17626749576900205,0.1094040509539299,0.3363391527323299,0.2829525853672762,0.1968863526083917,0.16740656642358495,0.14947608639646998,0.13971932566094902,0.163589976567424,0.059189499580219566,0.2708766419883893,0.2075494349624732,0.14891212541791216,0.0765119200042194,0.14045251591354999,0.085007634224971,0.040196530606934636,0.02687070360455213,0.20703571533770856,0.19112125646716954,0.07169114681702926,0.07281032694008527,0.23324635007460556,0.20658963870205604,0.16044376783316677,0.09243682683915715,0.04338668958201584,0.031197549106169047,0.0339679143502388,0.0217447920122752,0.16649000715541604,0.13816827827052677,0.0399425188048958,0.04097457762889793,0.3543814610411106,0.13524314143344893,0.0,1.0,0.0,0.0,0.0,9.019282,8.554437,1,1_WomenBantamweight
150,Ariane Lipski,WomenBantamweight,0.03588607232298799,0.0,0.005724655475794963,0.005171522151351006,0.006126817215422642,0.0027868758260070456,0.32145696862609896,0.21985184915067693,0.21953687568377586,0.13181276216744223,0.38501688580338816,0.2929344078607136,0.26969448073449737,0.21340911748586974,0.02702120324081863,0.0008403723495948989,0.18186519565592,0.061778141699702666,0.20984559312433812,0.08589068082784608,0.19459589837124847,0.0919884502671951,0.561325633511463,0.406610929150146,0.048806240303395886,0.03579662989139776,0.12805785836297784,0.08517927943457992,0.05914928460610201,0.07734119117393543,0.3415484336783512,0.2407666781589381,0.20165676563280427,0.10404030838603125,0.15961264778360196,0.13150458681401586,0.0254266505774864,0.0187898638165832,0.03133707436536976,0.027039784646671255,0.060354206877841744,0.06644804624703805,0.22867121860548775,0.26604060105456934,0.0,1.0,0.0,0.0,0.0,8.275872,9.53709,1,1_WomenBantamweight
158,Ashlee Evans-Smith,WomenBantamweight,0.0,0.0,0.0,0.03754346503425004,0.0,0.0,0.35448778764416206,0.20801453572134684,0.24916939586163123,0.15300307533338828,0.3843280725138539,0.2565372996627371,0.24547264210413772,0.18713583802058031,0.12643024108583015,0.07680561686855472,0.12631124619637998,0.0830877204194908,0.3011561777892853,0.11841512291637883,0.2068741638957095,0.0872863224505392,0.334731935916116,0.23734320761112,0.0652929000239674,0.050386297369748256,0.1228625803165801,0.14400736425304708,0.09736849763374802,0.1404989082134748,0.3517221254547296,0.1630844432212959,0.2429068885567249,0.15434855031074055,0.27334934816273415,0.26975743692335785,0.0874532029790564,0.0528090449945672,0.03311382844471236,0.03567790406166118,0.004170312696055353,0.002212400026558709,0.29042891769950296,0.15502515375186338,0.0,1.0,0.0,0.0,0.0,8.546387,9.141342,1,1_WomenBantamweight
162,Aspen Ladd,WomenBantamweight,0.0012781636053691185,0.00856024282179,0.04434993632703755,0.0,0.014402549572073764,0.006551218328215276,0.29891002993329924,0.2367459333958178,0.2732994761852903,0.22005483016762228,0.347909294947753,0.2975105290867929,0.2709369988452132,0.25905852391201983,0.06393016792365507,0.07857926180066054,0.089643879121568,0.04691221561677516,0.29948947358679,0.21869148342929917,0.19122522612243217,0.1012596863312007,0.161262664908706,0.125707773935799,0.14681598431244566,0.12841138566014365,0.02225472531087127,0.029105961678614713,0.08403345696465077,0.11845928475506244,0.1746445629329511,0.10037387776754654,0.20499300393520423,0.13561611444894878,0.22495228623642605,0.19431124611366185,0.2006645057264992,0.162279475720048,0.16941574558631067,0.16575152239700244,0.006390141124818203,0.0076090820442371865,0.4513637636650762,0.2558865607009354,0.0,1.0,0.0,0.0,0.0,9.69633,8.698586,1,1_WomenBantamweight
179,Bea Malecki,WomenBantamweight,0.0,0.0,0.13924573776554544,0.0,0.0,0.0,0.4156745952763087,0.246598937476347,0.5106199867102028,0.28700098251912104,0.4648565181581805,0.3218292949927714,0.4729696009561901,0.3112246983389945,0.0,0.0,0.45094551632917595,0.28774782371109514,0.3968168293298889,0.1912703930400154,0.4660254892297915,0.2460124741930404,0.283881077188366,0.207505143297609,0.10161066187047751,0.031694384079933004,0.05813361503377625,0.06875100649403397,0.11340360546519453,0.13277126484409074,0.49190534260735713,0.30988843070164157,0.5820632428308743,0.3714555815552295,0.047529965122349194,0.05009425650062447,0.0307747425637052,0.0045489006823348,0.0319000833653706,0.02704711328948583,0.009743677986454704,0.01426123411454149,0.19220487296872973,0.25395530142292405,0.0,1.0,0.0,0.0,0.0,5.7061863,8.164245,1,1_WomenBantamweight
194,Bethe Correia,WomenBantamweight,0.0,0.00766110792898,0.0,0.007980199192935009,0.038148026944025866,0.0,0.3376369930832486,0.23950632084091825,0.34923065886450216,0.2025265993558084,0.35932960253709806,0.27721053304800825,0.34993316377211664,0.2523678012566843,0.052635309288663265,0.019767438608256332,0.095879944380236,0.023292684417677727,0.28152837206513687,0.1612100409591763,0.31695338828143815,0.1460696369985723,0.24375923383249998,0.154739329479963,0.07812333628827377,0.05704953557833764,0.22216538162380772,0.23758494951727924,0.06666222877502777,0.09281687501278493,0.38745732906283725,0.2909961405806562,0.35839693868714423,0.204342981649946,0.16076716851041195,0.14144421693139292,0.0765424433361536,0.0534674975828472,0.0021135828851481008,0.0019397510023056886,0.01727334050753988,0.0215188185315285,0.1670788205271652,0.07218972260742051,0.0,1.0,0.0,0.0,0.0,7.218692,9.404191,1,1_WomenBantamweight
287,Cat Zingano,WomenBantamweight,0.0,0.0,0.06947621573038332,0.07472911927301108,0.22982670903267666,0.07802220179670084,0.12873746341770156,0.13628529985451968,0.09779190688260989,0.0813010095840988,0.2459498386096891,0.2924372290918883,0.1923790771767114,0.22522894038068528,0.05982919760117747,0.08722450377993314,0.227367366301976,0.17023114187222999,0.10820841500630252,0.10416083958544697,0.096815631212599,0.0734321741182008,0.121633117437607,0.10085015271197,0.012867464709230253,0.011890584214277628,0.0499249603913089,0.06480442392456792,0.007846951057380753,0.012816686727055241,0.06891406907151043,0.06482730519843075,0.05826270202886128,0.046474208633675095,0.11272856420238561,0.11894042941089757,0.0227489629016936,0.0124664443916552,0.07530655711034229,0.08589301848636209,0.06065268881554591,0.060950056483191135,0.48373904680236324,0.38994133781594337,0.0,0.0,0.0,1.0,0.0,6.39701,13.351526,0,0_WomenBantamweight
576,Elizabeth Phillips,WomenBantamweight,0.0,0.0,0.008199685534587433,0.01666666666666502,0.07898148148147376,0.047901234567892734,0.4226250000000001,0.1851923076923076,0.39203795379537937,0.2185339506172839,0.41471590909090894,0.2004999999999999,0.37283602974087543,0.2457427784813101,0.059074074074072266,0.014444444444441724,0.12962962962962798,0.05648148148147997,0.4422857142857143,0.17761755388953637,0.3770310633213858,0.1852777777777776,0.131481481481481,0.052777777777777,0.0760416666666664,0.05138888888888889,0.047676767676767234,0.06282407407407321,0.022222222222221755,0.020416666666665872,0.4871336553945248,0.22874999999999984,0.41520180436847104,0.25880847953216335,0.10805890176014103,0.02892142142142136,0.0870370370370368,0.0374074074074072,0.028913987247320517,0.02741124668562309,0.0011475409836063395,0.0008397932816533605,0.2907602339181286,0.08240033927056822,0.0,1.0,0.0,0.0,0.0,7.7150393,8.490138,1,1_WomenBantamweight
665,Germaine de Randamie,WomenBantamweight,0.006848084335028737,0.0,0.003218148340799753,0.004360801842438005,0.0,0.0,0.20126529620595504,0.15545031720567914,0.21506481706419234,0.10779912698281285,0.25944740419719897,0.23736714947606113,0.27561934212620304,0.21496803928661642,0.003591544273891204,0.0,0.324346677034344,0.09478386580931661,0.14486096079031044,0.06549207243965928,0.16620635837796816,0.043294282900416904,0.221959732163163,0.19263340387572497,0.05517129078298463,0.03793920612317401,0.15661876321725418,0.1804245413271825,0.13059415667758428,0.16535296756034457,0.1860894540006029,0.11825311621568041,0.1846246021914248,0.08608131033441976,0.25073150914091,0.2736111086363393,0.0391104836476128,0.03201006638169,0.004940594582639864,0.003728728530734504,0.0655736472596739,0.03429513666568525,0.11977460711305696,0.3916077909142702,0.0,1.0,0.0,0.0,0.0,9.093806,9.9868555,1,1_WomenBantamweight
