,Fighter_dims,weight_class,avg_KD,avg_opp_KD,avg_SUB_ATT,avg_opp_SUB_ATT,avg_REV,avg_opp_REV,avg_SIG_STR_att,avg_SIG_STR_landed,avg_opp_SIG_STR_att,avg_opp_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,avg_opp_TOTAL_STR_att,avg_opp_TOTAL_STR_landed,avg_TD_att,avg_TD_landed,avg_opp_TD_att,avg_opp_TD_landed,avg_HEAD_att,avg_HEAD_landed,avg_opp_HEAD_att,avg_opp_HEAD_landed,avg_BODY_att,avg_BODY_landed,avg_opp_BODY_att,avg_opp_BODY_landed,avg_LEG_att,avg_LEG_landed,avg_opp_LEG_att,avg_opp_LEG_landed,avg_DISTANCE_att,avg_DISTANCE_landed,avg_opp_DISTANCE_att,avg_opp_DISTANCE_landed,avg_CLINCH_att,avg_CLINCH_landed,avg_opp_CLINCH_att,avg_opp_CLINCH_landed,avg_GROUND_att,avg_GROUND_landed,avg_opp_GROUND_att,avg_opp_GROUND_landed,avg_CTRL_time(seconds),avg_opp_CTRL_time(seconds),Stance_Open Stance,Stance_Orthodox,Stance_Sideways,Stance_Southpaw,Stance_Switch
270,Blake Bilder,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0
271,Blood Diamond,Welterweight,0.0,0.0,0.0,0.0035971223021582736,0.0,0.0,0.01079136690647482,0.0035971223021582736,0.0683453237410072,0.0539568345323741,0.01079136690647482,0.0035971223021582736,0.09712230215827339,0.08273381294964029,0.0,0.0,0.017985611510791366,0.0035971223021582736,0.007194244604316547,0.0,0.06115107913669065,0.050359712230215826,0.0035971223021582736,0.0035971223021582736,0.007194244604316547,0.0035971223021582736,0.0,0.0,0.0,0.0,0.007194244604316547,0.0,0.007194244604316547,0.0,0.0035971223021582736,0.0035971223021582736,0.0035971223021582736,0.0035971223021582736,0.0,0.0,0.05755395683453238,0.050359712230215826,0.01079136690647482,0.9532374100719424,0.0,0.0,0.0,0.0,1.0
272,Bo Nickal,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0
273,Bobby Green,CatchWeight,0.0003735223715354517,1.0299034284229937e-06,2.472841044286452e-05,9.406451312930009e-05,8.927975345141826e-05,1.3732045712306583e-06,0.3371018107708438,0.18154869432222714,0.20392088955591348,0.081712774030616,0.34154803260927435,0.18551082936481683,0.2052717473683795,0.08297269995288084,0.001714156246842233,0.0004552924124879523,0.0007362307570724622,0.0002843391715304482,0.2844061903504207,0.1379188202868189,0.15105683701230035,0.04777146975040065,0.03692885029101692,0.029536439501332345,0.03290064050659749,0.021593137659048602,0.015766770129406187,0.014093434534075926,0.01996341203701563,0.012348166621166749,0.32775460036136955,0.17394808211759044,0.201501603489905,0.07997163645958123,0.0027801062952600313,0.0024177948516693926,0.002329974128074907,0.0016673170971704123,0.006567104114214231,0.005182817352967312,8.931193793355641e-05,7.382047386436056e-05,0.038426694633408184,0.01998921326352977,0.0,1.0,0.0,0.0,0.0
274,Bobby Green,Lightweight,0.00021883554114330683,0.0002471600297584108,0.0003397384184662319,0.00019240998059512685,0.00043229619969024354,6.406433182021918e-05,0.1770073087558495,0.09234698888566639,0.15802051808588044,0.05879643039928639,0.19469978789128564,0.10794248333145423,0.16993518553325654,0.0687704326472992,0.003334939385949882,0.0013840352582582104,0.005398435053991382,0.0016514014319444464,0.12295539207784893,0.051230154300054245,0.11994722681174842,0.03548624161346413,0.03343102139988602,0.024290926437320167,0.021606384747025694,0.011817013745220312,0.02062089527811454,0.016825908148291983,0.01646690652710633,0.011493175040601948,0.15078589839869286,0.07098495374632693,0.14371635881817313,0.05045846965686722,0.013191288686625481,0.011477460628055,0.00756014414893705,0.004335463355809039,0.01303012167053115,0.00988457451128446,0.00674401511877026,0.00400249738661013,0.16633891362571349,0.12725047191059788,0.0,1.0,0.0,0.0,0.0
275,Bobby Moffett,Featherweight,0.0,0.0,0.002180427179912181,0.0007336757153338225,0.00036683785766691124,0.0018135893222452695,0.09642527203839835,0.032236570010569364,0.1029459536120456,0.04963878751768824,0.10557561851398184,0.039552727197818306,0.13772978866019406,0.07826877884985636,0.004381454325913648,0.0032809407529129147,0.003994016502157451,0.0014467514645783584,0.08157031956885856,0.020641958327853212,0.09020962842415013,0.040183403082705696,0.003627178644490539,0.0018135893222452695,0.009822222292649457,0.006908119397403453,0.011227773825049242,0.009781022360470883,0.002914102895246003,0.002547265037579092,0.08882467685783962,0.02897622922374574,0.07869741660579113,0.027570677691345954,0.0061538437159803444,0.0018135893222452695,0.02424853700625447,0.02206810982634229,0.0014467514645783584,0.0014467514645783584,0.0,0.0,0.23948807499655347,0.38545785009246214,0.0,1.0,0.0,0.0,0.0
276,Bobby Nash,Welterweight,0.0012995407123521001,0.0017443805700033458,0.0025990814247042002,0.0,0.0,0.0,0.1657762265413511,0.06180308422301305,0.12638014417373847,0.0587591629406576,0.20552209751498007,0.09713553548073121,0.13684642759375856,0.06878060650302643,0.007422362137664629,0.0021892204276545914,0.0017443805700033458,0.0,0.13567691699364298,0.039161115673571195,0.09713553548073121,0.03481765367886364,0.009236700428871248,0.006122821425312529,0.008826839431821637,0.0057129604282629195,0.02086260911883688,0.01651914712412933,0.02041776926118563,0.01822854883353104,0.13403747300544455,0.04179517595887702,0.11109058004075797,0.049592420232989626,0.02654059068649816,0.01740882683943182,0.011355963135322566,0.006122821425312529,0.0051981628494084005,0.0025990814247042002,0.003933600997657938,0.003043921282355446,0.3677145116646896,0.01744380570003346,0.0,1.0,0.0,0.0,0.0
277,Bobby Voelker,Welterweight,0.0,0.00038256043158003944,0.0,0.0,0.0,0.0,0.20074048137773629,0.07976683265898953,0.16553973441228342,0.0942436974789916,0.271694418508144,0.135279593318809,0.1877816682228447,0.114597209254072,0.004205571117335823,0.003011723207801639,0.00622289656603382,0.0010439360929557007,0.16500466853408027,0.05318627450980392,0.13163865546218487,0.06741000103745202,0.018319327731092436,0.013069820520800912,0.02038619151364249,0.013539267558875403,0.017416485112563544,0.013510737628384686,0.013514887436456064,0.013294428882664177,0.14388862952588444,0.04241596638655462,0.13215893764913372,0.07038852578068265,0.038028581803091606,0.02605690424317875,0.02991596638655462,0.021746291109036208,0.018823270048760245,0.011293962029256146,0.0034648303765950823,0.002108880589272746,0.2582552650689906,0.2100687311961822,0.0,1.0,0.0,0.0,0.0
278,Bojan Mihajlovic,Heavyweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
279,Bojan Mihajlovic,LightHeavyweight,0.0,0.0006105006105006105,0.0,0.0,0.0,0.0,0.0685449302470579,0.031219962071025897,0.17659054893097448,0.07246772140389161,0.07526043696256463,0.03671446756553139,0.24601226196970877,0.13822643077962227,0.005929649546670824,0.0,0.0006105006105006105,0.0,0.02546566908269036,0.003663003663003663,0.1459810874704492,0.04430026238536877,0.01325565687267815,0.010813654430675708,0.027556958408022237,0.026946457797521625,0.0298236042916894,0.01674330397734653,0.0030525030525030525,0.001221001221001221,0.06427142597355363,0.02816745901852285,0.07342893513106279,0.02999896085002468,0.004273504273504274,0.0030525030525030525,0.018750162367183645,0.009157509157509158,0.0,0.0,0.08441145143272803,0.03331125139635778,0.040293040293040296,0.2382640999662276,0.0,1.0,0.0,0.0,0.0
280,Bojan Velickovic,Middleweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0
281,Bojan Velickovic,Welterweight,0.00016846201636195988,0.0,0.0006263465122714699,0.0,0.0004310043929793788,0.00019534211929209106,0.11726301662834353,0.03997257685126815,0.11191594054436838,0.04655854772638596,0.16777820738458735,0.08701768213137559,0.14094465840442041,0.07327004025786302,0.003777253147567129,0.0008082485800984952,0.004085868195305813,0.002159327105315033,0.07864285765852866,0.015740062358844755,0.09210998029592937,0.03241370993295729,0.013188748647214454,0.0072012844468350625,0.01256437414146156,0.008476552433889995,0.025431410322600424,0.017031230045588333,0.007241586106977435,0.005668285359538676,0.11254937303871113,0.03698725597397142,0.10213546850531005,0.03893883167469777,0.004126188349701009,0.002397865637365355,0.002900375428088201,0.00207868679652464,0.0005874552399313782,0.0005874552399313782,0.006880096610970124,0.005541029255163546,0.04695238269167978,0.2589510993688338,0.0,0.0,0.0,1.0,0.0
282,Boston Salmon,Bantamweight,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.08,0.0,0.0,0.0,1.0,0.0
283,Brad Blackburn,Welterweight,0.0011643280744789777,0.0,0.0004657312297915912,0.0,0.0,0.0,0.20908701951351744,0.07244110967876355,0.18400063126390975,0.060711439508039505,0.22682611883599565,0.08971447777145018,0.18829775235511173,0.06471222040069355,0.0009949370432353198,0.0,0.0038527990056370044,0.0010584116268874573,0.16666416501208486,0.04428615584511279,0.152036449562103,0.03351011012722631,0.019475451498854185,0.010457543526084172,0.020914334203140594,0.017209893509034492,0.022947403002578366,0.017697410307566587,0.011049847498666162,0.009991435871778705,0.1920671733309255,0.06321136881081049,0.16662209957265936,0.05019117424733095,0.009801012120822294,0.004572428570037145,0.009737161112656281,0.00495327607194997,0.007218834061769663,0.004657312297915911,0.007641370578594122,0.005566989188758591,0.10277334995373037,0.09957143598564712,0.0,1.0,0.0,0.0,0.0
284,Brad Katona,Bantamweight,0.0,0.0,0.0,0.0002777777777777778,0.0,0.0,0.1262037037037037,0.07305555555555555,0.09981481481481481,0.038425925925925926,0.16842592592592595,0.10768518518518518,0.1378703703703704,0.07342592592592594,0.00537037037037037,0.0012962962962962965,0.003981481481481481,0.002037037037037037,0.085,0.042222222222222223,0.07888888888888888,0.024537037037037038,0.016574074074074074,0.009259259259259259,0.01564814814814815,0.009074074074074075,0.02462962962962963,0.021574074074074075,0.005277777777777777,0.004814814814814815,0.09972222222222223,0.05416666666666667,0.08814814814814814,0.030925925925925926,0.00462962962962963,0.0033333333333333335,0.004537037037037037,0.0022222222222222222,0.021851851851851855,0.015555555555555557,0.007129629629629629,0.005277777777777777,0.33370370370370367,0.11027777777777777,0.0,1.0,0.0,0.0,0.0
285,Brad Katona,Featherweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
286,Brad Pickett,Bantamweight,0.0006720889912846151,0.001169202067555952,0.0002995937756257002,0.0012651565986742412,8.293036512212494e-05,0.0002633314771411522,0.1792086623391065,0.0547322854105134,0.22334174850650892,0.09035931889940388,0.2002513637349122,0.07345491061873806,0.23752826373009453,0.10332987171739866,0.005335688869315295,0.002252831996924669,0.003821643995475259,0.0011510828218961472,0.1475777460365496,0.037410869988320355,0.19143504787156124,0.07156821925557394,0.01802574956169423,0.008077236222992758,0.022164251616412375,0.010761395897723743,0.013605166740862686,0.009244179199200281,0.009742449018535309,0.008029703746106188,0.1565534432184204,0.04136486343349029,0.2002241771606541,0.07806892902543223,0.007873117922748073,0.004744498866104504,0.008599585627550104,0.005661993632853015,0.014782101197938022,0.008622923110918605,0.014517985718304698,0.006628396241118631,0.19710285181592455,0.08137228729344952,0.0,1.0,0.0,0.0,0.0
287,Brad Pickett,CatchWeight,9.479949723324556e-05,0.0012316614215825148,1.2078700419679936e-05,0.001511667658584186,0.0007525396382685439,3.6602122483878595e-07,0.09345070901971464,0.027046772388237248,0.1577394089928487,0.08326543639612574,0.10188749825224865,0.035086428591821185,0.1790879629527957,0.10005995427662859,0.0025588543828479527,0.0014714053238519195,0.008174352014324607,0.004249140399153466,0.06303178308703765,0.01250291901926809,0.14156456504599788,0.07145649361915199,0.008780849183882476,0.004324906792695095,0.010207233897079223,0.0068054326334275475,0.021638076748794508,0.010218946576274065,0.005967610049771566,0.005003510143546204,0.08758595093412276,0.023542851202855552,0.11063247735609692,0.044717911102228995,0.0031371679180932344,0.0016899199950806748,0.0051308855297901015,0.0033630030138187654,0.002727590167498633,0.0018140011903010232,0.04197604610696165,0.03518452228007798,0.0848221246653651,0.3051551893391194,0.0,1.0,0.0,0.0,0.0
288,Brad Pickett,Flyweight,7.870230006900306e-05,0.0009706617008510377,0.00034290074107534257,0.0008919594007820347,0.00020987280018400816,2.623410002300102e-05,0.16778127941847332,0.050290177812021886,0.16682626488668817,0.07475962977824223,0.2099158190611746,0.0887246909354687,0.18803823239913084,0.0939336062767611,0.006603292745609432,0.002630839765405419,0.00415466394395297,0.0012550922151871116,0.14315810673572146,0.033766480600955516,0.1419556718818076,0.058007925677575435,0.012939531577388426,0.00678323694818134,0.019054911971608204,0.011398110639161796,0.01168364110536343,0.009740460262885026,0.005815681033272351,0.0053535934615049794,0.13970700981086195,0.03629611923178515,0.14390669180779206,0.06043158910833818,0.016602768063608973,0.010313854813911272,0.018520533446865817,0.01167655951076816,0.011471501544002373,0.00368020376632546,0.004399039632030297,0.002651481159135874,0.29072139712949235,0.07907175050137082,0.0,1.0,0.0,0.0,0.0
