,Fighter_dims,weight_class,avg_KD,avg_opp_KD,avg_SUB_ATT,avg_opp_SUB_ATT,avg_REV,avg_opp_REV,avg_SIG_STR_att,avg_SIG_STR_landed,avg_opp_SIG_STR_att,avg_opp_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,avg_opp_TOTAL_STR_att,avg_opp_TOTAL_STR_landed,avg_TD_att,avg_TD_landed,avg_opp_TD_att,avg_opp_TD_landed,avg_HEAD_att,avg_HEAD_landed,avg_opp_HEAD_att,avg_opp_HEAD_landed,avg_BODY_att,avg_BODY_landed,avg_opp_BODY_att,avg_opp_BODY_landed,avg_LEG_att,avg_LEG_landed,avg_opp_LEG_att,avg_opp_LEG_landed,avg_DISTANCE_att,avg_DISTANCE_landed,avg_opp_DISTANCE_att,avg_opp_DISTANCE_landed,avg_CLINCH_att,avg_CLINCH_landed,avg_opp_CLINCH_att,avg_opp_CLINCH_landed,avg_GROUND_att,avg_GROUND_landed,avg_opp_GROUND_att,avg_opp_GROUND_landed,avg_CTRL_time(seconds),avg_opp_CTRL_time(seconds),Stance_Open Stance,Stance_Orthodox,Stance_Sideways,Stance_Southpaw,Stance_Switch
14,Aaron Riley,Lightweight,0.0,0.00014399429475872515,2.8798858951745025e-05,0.0,0.0,0.0,0.13474563693498096,0.04723844635809451,0.15870248440947604,0.06457396939058936,0.19675168823051584,0.10586777874222658,0.18481984486617006,0.08893097324420259,0.005356798562267358,0.0017100112992259047,0.0023687588480917243,0.0006084022450109616,0.09797259237433237,0.02079287117799875,0.1236083436776343,0.03998755440430236,0.020405963215349376,0.01475083481938113,0.02471743284574827,0.020115666014364625,0.016367081345299222,0.011694740360714622,0.010376707886093474,0.004470748971922385,0.1026955007369847,0.02640557112042433,0.12399613815076015,0.0432652381601693,0.026823037899633136,0.016905351799159897,0.0336119896185496,0.02070395519243343,0.005227098298363114,0.003927523438510272,0.0010943566401663111,0.0006047760379866455,0.2459863170161287,0.04688637657832232,0.0,0.0,0.0,1.0,0.0
15,Aaron Rosa,Heavyweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
16,Aaron Rosa,LightHeavyweight,0.0,0.0,0.0,0.0,0.0,0.0,0.2181083386335979,0.0948211206658848,0.2085899212864753,0.09787260247280322,0.36742874054684027,0.22166257964183694,0.3410573200636767,0.20829488343707148,0.0010441214857407565,0.0,0.007329071062761261,0.0013593799977205797,0.18483248100176838,0.06635226600097793,0.16473681888536354,0.061328350471876736,0.02647895764322663,0.022716076162044713,0.019838308229074373,0.016705943771852104,0.0067968999886028995,0.005752778502862143,0.024014794172037397,0.019838308229074373,0.1843986558774113,0.07041018533156372,0.17151349821139047,0.06601678682642216,0.033709682756186604,0.024410935334321083,0.02945231416291972,0.024231706734215937,0.0,0.0,0.007624108912165118,0.007624108912165118,0.02474641450887687,0.4640053823727293,0.0,1.0,0.0,0.0,0.0
17,Aaron Simpson,Middleweight,0.0010841930979997283,0.0,0.00046308011345890735,0.00047281551991040744,0.0,0.00017302318897054544,0.12900463103157603,0.06297510563841471,0.1082585487809782,0.04300918221188537,0.1843434009024871,0.1112039711701792,0.13373365077884133,0.06712195118892637,0.013069468314706503,0.005356861209572955,0.002906092605701523,0.0005334375288367992,0.09600474352495224,0.036344455652365486,0.09105817511378841,0.02988363542774015,0.01855300782150699,0.013040210960442875,0.008415757109144485,0.0064123603634409655,0.014446879685116805,0.013590439025606351,0.008784616558045301,0.006713186420704254,0.06600956959302867,0.022073918958669263,0.06806620647835195,0.019037952244781695,0.03352438259662112,0.023936066668626004,0.037769763826897465,0.02195808244030064,0.029470678841926248,0.016965120011119442,0.0024225784757287883,0.0020131475268030394,0.45934672514315966,0.09473013083592915,0.0,1.0,0.0,0.0,0.0
18,Aaron Simpson,Welterweight,0.0008483035090130287,0.0,0.00022358387059258122,1.3151992387798895e-05,0.0,2.630398477559779e-05,0.10035737404233624,0.05846239116470177,0.08679500814123582,0.04216766753259528,0.14313876997119018,0.09499051571221108,0.10552632623782722,0.059347050527426407,0.009436116164073671,0.0025973306219451236,0.004872625305034333,0.0009798234328910176,0.07029592762806469,0.03365181508637721,0.06207981532016366,0.019832891396392136,0.017353678206410324,0.012635463562169191,0.00825240553673091,0.006529588471251835,0.012707768207861226,0.01217511251615537,0.016462787284341248,0.015805187664951304,0.05413964435287953,0.022634422337197597,0.0623759230235343,0.02228248129106054,0.02474149680584776,0.019270393222286856,0.01819496734505742,0.01411481220626969,0.021476232883608948,0.01655757560521732,0.006224117772644108,0.005770374035265046,0.36326805145834073,0.17316971614999754,0.0,1.0,0.0,0.0,0.0
19,Aaron Wilkinson,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
20,Abdul Razak Alhassan,Middleweight,0.0008742834063860842,0.00067670152771139,0.0,0.0009375795945631474,2.114692274098094e-05,0.0,0.09990054295287279,0.04987484759259012,0.13510880740066245,0.06444715083703491,0.10961498174399509,0.058824439668057116,0.18106878139515645,0.10227208039279431,0.002310744296731072,0.0010034893879844618,0.01487853835939381,0.006353265292163187,0.07953250300991874,0.03531331558416055,0.1028004770781441,0.038999261669156,0.009683707849222959,0.007527612142285547,0.021565990374314226,0.015043899983530503,0.010684332093731095,0.007033919866144022,0.010742339948204102,0.010403989184348407,0.08161716614077932,0.038628844675966355,0.11317124920611418,0.04991032324832632,0.010356357016601165,0.006300298955741246,0.014127327454241542,0.00834443546765641,0.007927019795492296,0.004945703960882521,0.007810230740306716,0.006192392121052185,0.08262805167431031,0.46644073497112254,0.0,1.0,0.0,0.0,0.0
21,Abdul Razak Alhassan,Welterweight,0.012357475242216073,0.0,0.0,0.0,0.00042866897233692245,0.0,0.20320745688916167,0.10127158233191708,0.19337232420484354,0.07126341369963264,0.21459702894515995,0.109662379464132,0.22689096221219904,0.09548033242855598,0.0021454942013442863,0.0006632648745597969,0.0071890436123010085,0.0037579653373409766,0.18703445391382587,0.08996569294413477,0.16383110769616896,0.047588457969396404,0.006356188828622458,0.004935697691288754,0.022215189145454728,0.01650462794468124,0.009816814146713336,0.00637019169649354,0.007326027363219893,0.0071703277855549976,0.1661774702664017,0.07363757410109655,0.1576567208926105,0.044648118874008415,0.02273669438121101,0.016914039049658814,0.022812861970356885,0.01799924320711728,0.014293292241548947,0.010719969181161712,0.012902741341876175,0.00861605161850695,0.11140691916547348,0.2328367498687781,0.0,1.0,0.0,0.0,0.0
22,Abdul-Kerim Edilov,LightHeavyweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0
23,Abel Trujillo,Lightweight,0.0008073151971611141,0.0,0.0009501895527523988,0.0019771075374458947,0.0,0.0,0.11737355807306227,0.05324312077576436,0.08919358113654088,0.03559571633926975,0.14233310954009412,0.07615568205786982,0.11235399079469968,0.05412049288029782,0.005090544641710041,0.002656364520976752,0.011272943702209421,0.006161053049087184,0.09551770334400676,0.034442935464774366,0.07418199263340369,0.02550614772894329,0.017840918633166704,0.01478524921510119,0.006499843482783469,0.0046518413252948365,0.0040149360958888014,0.0040149360958888014,0.008511745020353732,0.005437727285031624,0.07356946171908012,0.020492302895406343,0.06833512846759575,0.022921448496304748,0.023469719567967118,0.016176002481296924,0.013961791033751217,0.00781327519251666,0.020334376786015036,0.01657481539906109,0.006896661635193921,0.004860992650448344,0.2013379325682803,0.35040779283792994,0.0,1.0,0.0,0.0,0.0
24,Abner Lloveras,Lightweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
25,Abu Azaitar,Middleweight,0.0,0.0,0.0,0.0011111111111111111,0.0011111111111111111,0.0011111111111111111,0.14222222222222222,0.05333333333333334,0.05,0.021111111111111112,0.2511111111111111,0.15,0.10111111111111111,0.07,0.0011111111111111111,0.0011111111111111111,0.0044444444444444444,0.0033333333333333335,0.12111111111111111,0.03666666666666667,0.035555555555555556,0.011111111111111112,0.016666666666666666,0.012222222222222223,0.006666666666666667,0.0033333333333333335,0.0044444444444444444,0.0044444444444444444,0.0077777777777777776,0.006666666666666667,0.11555555555555555,0.03333333333333333,0.03777777777777778,0.013333333333333334,0.008888888888888889,0.005555555555555556,0.0033333333333333335,0.0033333333333333335,0.017777777777777778,0.014444444444444444,0.008888888888888889,0.0044444444444444444,0.22,0.33,0.0,1.0,0.0,0.0,0.0
