Unnamed: 0,Fighter_dims,weight_class,avg_KD,avg_opp_KD,avg_SUB_ATT,avg_opp_SUB_ATT,avg_REV,avg_opp_REV,avg_SIG_STR_att,avg_SIG_STR_landed,avg_opp_SIG_STR_att,avg_opp_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,avg_opp_TOTAL_STR_att,avg_opp_TOTAL_STR_landed,avg_TD_att,avg_TD_landed,avg_opp_TD_att,avg_opp_TD_landed,avg_HEAD_att,avg_HEAD_landed,avg_opp_HEAD_att,avg_opp_HEAD_landed,avg_BODY_att,avg_BODY_landed,avg_opp_BODY_att,avg_opp_BODY_landed,avg_LEG_att,avg_LEG_landed,avg_opp_LEG_att,avg_opp_LEG_landed,avg_DISTANCE_att,avg_DISTANCE_landed,avg_opp_DISTANCE_att,avg_opp_DISTANCE_landed,avg_CLINCH_att,avg_CLINCH_landed,avg_opp_CLINCH_att,avg_opp_CLINCH_landed,avg_GROUND_att,avg_GROUND_landed,avg_opp_GROUND_att,avg_opp_GROUND_landed,avg_CTRL_time(seconds),avg_opp_CTRL_time(seconds),Stance_Open Stance,Stance_Orthodox,Stance_Sideways,Stance_Southpaw,Stance_Switch,x,y,cluster,specific_cluster
208,Anthony Macias,OpenWeight,0.0,0.0,0.0,0.2857142857142853,0.0,0.0,0.08198757763975155,0.1124716553287982,0.0,0.0,0.12753623188405794,0.12653061224489787,0.0,0.0,0.0,0.0,0.9047619047619048,0.3619047619047612,0.03643892339544514,0.05904761904761906,0.0,0.0,0.19047619047619002,0.19047619047619002,0.0,0.0,0.26785714285714235,0.2380952380952375,0.0,0.0,0.03492063492063483,0.059863945578231145,0.0,0.0,0.12571428571428545,0.15714285714285678,0.0,0.0,0.03850931677018624,0.04428571428571418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.641476,0.7245673,1,1_OpenWeight
378,Brian Johnston,OpenWeight,0.0,0.0,0.061608306582948,0.0,0.3088116367470284,0.0,0.0595711221908552,0.048915607812611166,0.046081345001881026,0.04798350264308388,0.1208272834261155,0.10311165220842478,0.11385098450215171,0.1353339910420778,0.153771026625964,0.09216272004301401,0.07310039495043823,0.044073702163375514,0.04366953111862259,0.03190027257150842,0.0328084124906125,0.029605596089019772,0.09665385061681299,0.06952830265455301,0.035602281700466636,0.035602281700466636,0.06524067754447128,0.07003410258288251,0.023103114968605506,0.03773508778205569,0.01583342453328252,0.009083402146985884,0.01951908924315783,0.016987862942536913,0.10892587074958515,0.09045724628735521,0.025239991579517798,0.021119176627759573,0.03311393135636827,0.021389122736132672,0.02867496132790795,0.03158784767087724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.27883,1.4908283,1,1_OpenWeight
424,Cal Worsham,OpenWeight,0.0,0.0901587701612898,0.0,0.0,0.0,0.0,0.33675929172510516,0.15904017857142855,0.2367551523297491,0.11998390973945398,0.3970240182328191,0.18470982142857137,0.28962603606630827,0.17854858095533496,0.23941532258064402,0.0390625,0.0,0.0,0.29867198457223,0.15791015624999996,0.2029709901433692,0.10248817462779154,0.33959173387096697,0.0390625,0.08245652721774188,0.04489037298387076,0.05493164062500003,0.0244140625,0.07513230846774152,0.0,0.16633064516129023,0.1635584677419352,0.2848347678866832,0.12254947474533076,0.8815524193548387,0.22038810483870952,0.2663226544059793,0.1559889832949306,0.021059782608695652,0.02421875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.394989,0.07081412,1,1_OpenWeight
650,Daiju Takase,OpenWeight,0.0,0.0,0.0,0.0,0.0,0.0,0.0476558873588117,0.0,0.22162910241202055,0.182042157131125,0.05105987931301247,0.003940010167768104,0.2854883353103994,0.26526142896249644,0.071174377224198,0.0,0.0,0.0,0.0476558873588117,0.0,0.1878212732305259,0.14043252121543928,0.0,0.0,0.040035587188611756,0.040035587188611756,0.0,0.0,0.1601423487544478,0.21797153024911028,0.060893633847370496,0.0,0.13883566018797314,0.109009177748642,0.0,0.0,0.04730492144779092,0.03324860193187566,0.0,0.0,0.14716349173121196,0.12482890774705716,0.0,0.6443182744288392,0.0,0.0,0.0,1.0,0.0,3.8923202,9.844436,0,0_OpenWeight
683,Dan Severn,OpenWeight,0.0,0.0,0.098415863090984,0.07188637808557208,0.0,0.0,0.0171300346357338,0.014264390542391293,0.020049382402685206,0.012417602718502976,0.06844084319439304,0.05635399581232526,0.06219994476543146,0.06937665878734271,0.13783984527117601,0.113877719242652,0.012329794665374505,0.0,0.014708454781443931,0.01155647582248077,0.0076907075486056615,0.0034679614146867926,0.013937430180882001,0.010692747374204,0.03633965812345126,0.020561822314373254,0.010667893572752819,0.01422385809700375,0.015132320874189004,0.007843505578278658,0.006724420793648188,0.003590550789906143,0.035950681870676265,0.02319927023366932,0.005891595926085322,0.005806112096849901,0.007170258870701358,0.005624141238118643,0.014917570205294895,0.01157054774810399,0.0007057065421419354,0.0009228470166471461,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7383835,10.254014,0,0_OpenWeight
743,Dave Beneteau,OpenWeight,0.0,0.0,0.0,0.11958865266761412,0.0,0.0,0.3423970349999528,0.33324994787297585,0.010729024049464611,0.006406688129956415,0.36650641401531514,0.274203394329285,0.04333539984600362,0.04835063362941682,0.39718608590539395,0.39718608590539395,0.07573948002282223,0.04164347284471672,0.3423970349999528,0.3499124452666246,0.0061019715111627565,0.0032033440649782076,0.0,0.0,0.008219106482509878,0.0,0.0,0.0,0.016438212965019756,0.02684908117619896,0.002678819890595811,0.0,0.0,0.0,0.13507385000021752,0.06358896627422242,0.02119538722076437,0.006825772240712963,0.4381380587074706,0.33199191840752557,0.002449616049689218,0.0032033440649782076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.608372,-0.85266954,1,1_OpenWeight
755,David Abbott,OpenWeight,0.005694985045062588,0.0,0.022417931167890003,0.05297779750093506,0.0,0.0,0.06347112867152496,0.05413503720036765,0.04442986671000055,0.0398336848522787,0.08535613587247234,0.06224969478880372,0.1462052515471257,0.1707309063678377,0.065359240967774,0.051647624287362,0.02813229849473351,0.004281496625971302,0.06070959483844066,0.05282329533886112,0.030300158737037168,0.021244413772883462,0.028870580982244,0.025925765945321,0.041003110227194633,0.038501619540115134,0.0,0.0,0.018389073037718254,0.03003548596160651,0.02792491496684572,0.0289277578163508,0.038241756039066224,0.019536523045698865,0.03470903271676105,0.023526248598498806,0.029574230147272167,0.030058600472166987,0.04800970774742956,0.03594502025956336,0.015985924428193684,0.018269903251655114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.75582,1.1352274,1,1_OpenWeight
846,Don Frye,OpenWeight,0.03701555707179489,0.0,0.0,0.018471079908867018,0.2225872584975121,0.0,0.08509686977058406,0.0835664022085167,0.05227346058556776,0.032480844409589205,0.20164786588726216,0.1899802486275292,0.09011055912594466,0.07826356318957725,0.056134718306042,0.043820665033462006,0.15868603507373016,0.05676628150039732,0.06820966777117278,0.061530709147037614,0.04338624139127465,0.02417341759481538,0.119173907441653,0.111748552163909,0.027909651210256882,0.01868045829342038,0.05378823136995191,0.07171764182660251,0.007326728696832002,0.008606523272337735,0.03266255189326152,0.02730932847704506,0.04182118058771892,0.013112744513839354,0.12586384199288242,0.10216546324950736,0.039451833032400664,0.03028406266504382,0.045334918342074426,0.045484172949720354,0.018395119166805664,0.013263258439214075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.265482,0.9025006,1,1_OpenWeight
1050,Gary Goodridge,OpenWeight,0.0,0.0,0.009001146522642,0.0,0.09803915680637813,0.15121926158040846,0.13579733636900182,0.19757290911496084,0.0575988518619519,0.04020556580342934,0.1411214549821783,0.15347175446673741,0.1256500561430533,0.1287070467603326,0.379701479873456,0.34369689378288204,0.3586826468450061,0.03924287801590211,0.13276256828674593,0.20438340744179426,0.052035977388510256,0.03399525142537526,0.023865246508094,0.011932623254047,0.005808069421506751,0.003828484264587751,0.007370507204863129,0.009827342939817501,0.027909548205123758,0.039545858316649696,0.009271376248519855,0.004867715324691372,0.016675021433595318,0.01102570058079815,0.017040912457159364,0.014738197781723352,0.05640969675623927,0.045188457720673744,0.175906583900325,0.2008973937743639,0.029151360886881014,0.01478996786181346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.142424,-0.71207917,1,1_OpenWeight
1126,Guy Mezger,OpenWeight,0.0,0.0676691729323308,0.0,0.0,0.0,0.0,0.215756783262504,0.21088435374149653,0.0952380952380952,0.09890109890109886,0.2445243543641713,0.19146079484425343,0.119047619047619,0.13186813186813182,0.150375939849624,0.150375939849624,0.0,0.0,0.2013729977116704,0.1981203007518796,0.06349206349206347,0.054945054945054916,0.075187969924812,0.075187969924812,0.05639097744360901,0.05639097744360901,0.0704887218045113,0.093984962406015,0.11278195488721802,0.1842105263157896,0.009189640768588133,0.0,0.06901870059764795,0.02878907795805301,0.16541353383458643,0.16541353383458643,0.07995598752980007,0.09366272824919437,0.2432167374959136,0.1748120300751879,0.033613445378151245,0.04395604395604394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.036814,-0.37567356,1,1_OpenWeight
